,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income
3276,-117.86,33.65,4.0,3618.0,767.0,1326.0,714.0,5.4284
3277,-117.86,33.63,17.0,3095.0,551.0,1175.0,534.0,5.3099
3278,-117.86,33.62,23.0,3166.0,411.0,1092.0,345.0,7.9367
3279,-117.86,33.62,17.0,2975.0,371.0,1247.0,398.0,10.1989
3280,-117.86,33.61,15.0,3191.0,482.0,930.0,447.0,8.6001
3281,-117.86,33.6,30.0,1891.0,364.0,635.0,314.0,6.6265
3282,-117.87,35.73,13.0,2566.0,449.0,1181.0,414.0,4.1518
3283,-117.87,34.15,37.0,2655.0,415.0,1056.0,401.0,5.4224
3284,-117.87,34.14,30.0,2495.0,586.0,1139.0,559.0,2.9375
3285,-117.87,34.13,29.0,1677.0,413.0,873.0,400.0,3.12
3286,-117.87,34.12,33.0,2059.0,361.0,1073.0,339.0,4.2454
3287,-117.87,34.11,34.0,1324.0,211.0,799.0,228.0,4.5234
3288,-117.87,34.1,25.0,2208.0,477.0,1084.0,424.0,3.775
3289,-117.87,34.1,15.0,6409.0,1363.0,3359.0,1267.0,3.875
3290,-117.87,34.09,36.0,1267.0,191.0,640.0,200.0,5.2405
3291,-117.87,34.09,31.0,1484.0,327.0,927.0,317.0,3.6484
3292,-117.87,34.08,33.0,4518.0,716.0,2037.0,764.0,5.6015
3293,-117.87,34.08,33.0,3630.0,800.0,2257.0,796.0,3.2469
3294,-117.87,34.07,21.0,4723.0,882.0,2210.0,768.0,3.8167
3295,-117.87,34.06,25.0,3652.0,470.0,1525.0,484.0,10.1248
3296,-117.87,34.04,7.0,27700.0,4179.0,15037.0,4072.0,6.6288
3297,-117.87,33.92,14.0,4039.0,669.0,1905.0,670.0,6.3303
3298,-117.87,33.9,21.0,3181.0,447.0,1416.0,469.0,6.8268
3299,-117.87,33.89,25.0,1142.0,162.0,486.0,150.0,7.1472
3300,-117.87,33.89,22.0,2340.0,664.0,1382.0,546.0,3.343
3301,-117.87,33.89,19.0,1674.0,243.0,786.0,234.0,6.4218
3302,-117.87,33.89,17.0,1441.0,530.0,769.0,456.0,2.425
3303,-117.87,33.88,28.0,3333.0,752.0,2026.0,722.0,3.5667
3304,-117.87,33.88,28.0,2612.0,602.0,1682.0,563.0,3.6417
3305,-117.87,33.88,25.0,1808.0,440.0,1342.0,454.0,3.025
3306,-117.87,33.88,24.0,2655.0,702.0,1519.0,708.0,3.3036
3307,-117.87,33.87,7.0,2663.0,642.0,1367.0,677.0,4.6563
3308,-117.87,33.87,16.0,1332.0,368.0,1534.0,295.0,3.0227
3309,-117.87,33.87,15.0,1898.0,476.0,1766.0,455.0,2.4929
3310,-117.87,33.86,28.0,2292.0,531.0,2197.0,509.0,3.4856
3311,-117.87,33.86,19.0,2232.0,448.0,1149.0,417.0,3.1534
3312,-117.87,33.85,33.0,45.0,11.0,34.0,10.0,5.2949
3313,-117.87,33.84,25.0,1928.0,414.0,961.0,385.0,4.0724
3314,-117.87,33.84,17.0,2395.0,410.0,1224.0,399.0,5.1182
3315,-117.87,33.84,10.0,3381.0,729.0,1584.0,636.0,5.3812
3316,-117.87,33.82,26.0,2435.0,346.0,1088.0,350.0,5.9397
3317,-117.87,33.81,15.0,3082.0,536.0,1268.0,531.0,3.7604
3318,-117.87,33.78,30.0,2022.0,522.0,1196.0,463.0,3.7454
3319,-117.87,33.78,21.0,2487.0,573.0,1515.0,494.0,4.3039
3320,-117.87,33.78,19.0,2813.0,567.0,1334.0,596.0,4.7208
3321,-117.87,33.77,52.0,2512.0,356.0,978.0,365.0,8.0784
3322,-117.87,33.76,37.0,4943.0,851.0,2164.0,788.0,4.1071
3323,-117.87,33.75,26.0,411.0,114.0,448.0,95.0,1.7019
3324,-117.87,33.75,18.0,697.0,255.0,812.0,221.0,2.6635
3325,-117.87,33.75,12.0,2782.0,1077.0,1968.0,795.0,0.971
3326,-117.87,33.74,52.0,2411.0,526.0,2165.0,521.0,3.415
3327,-117.87,33.74,31.0,2338.0,652.0,3289.0,631.0,2.6734
3328,-117.87,33.73,45.0,2264.0,502.0,1970.0,499.0,3.4193
3329,-117.87,33.72,39.0,3167.0,669.0,2789.0,619.0,3.5902
3330,-117.87,33.72,37.0,2216.0,497.0,2445.0,506.0,3.8421
3331,-117.87,33.71,16.0,3397.0,686.0,1924.0,621.0,4.9148
3332,-117.87,33.71,13.0,1087.0,340.0,817.0,342.0,3.5326
3333,-117.87,33.7,17.0,3216.0,607.0,1916.0,618.0,4.9153
3334,-117.87,33.69,4.0,2337.0,768.0,983.0,655.0,3.7174
3335,-117.87,33.64,26.0,3521.0,455.0,1336.0,451.0,10.2849
3336,-117.87,33.63,9.0,6163.0,1004.0,1912.0,903.0,10.8289
3337,-117.87,33.62,8.0,1266.0,210.0,375.0,183.0,9.802
3338,-117.87,33.62,15.0,2209.0,275.0,735.0,274.0,15.0001
3339,-117.87,33.61,25.0,2267.0,359.0,866.0,348.0,7.79
3340,-117.87,33.6,35.0,1598.0,398.0,782.0,411.0,5.1155
3341,-117.87,33.6,34.0,3415.0,779.0,1275.0,718.0,4.498
3342,-117.87,33.6,33.0,3120.0,602.0,1155.0,553.0,5.2949
3343,-117.87,33.6,20.0,3212.0,572.0,1064.0,526.0,6.6155
3344,-117.87,33.59,44.0,2499.0,396.0,910.0,374.0,6.6544
3345,-117.88,34.14,32.0,1764.0,365.0,924.0,329.0,3.875
3346,-117.88,34.14,23.0,2308.0,322.0,1001.0,317.0,7.5112
3347,-117.88,34.13,33.0,3713.0,718.0,2106.0,720.0,4.0023
3348,-117.88,34.12,36.0,2029.0,351.0,1327.0,364.0,4.1836
3349,-117.88,34.12,35.0,1574.0,276.0,1088.0,289.0,4.0938
3350,-117.88,34.12,34.0,912.0,165.0,522.0,150.0,4.0417
3351,-117.88,34.12,33.0,1485.0,274.0,1006.0,258.0,5.1708
3352,-117.88,34.11,18.0,2923.0,670.0,1751.0,656.0,3.2383
3353,-117.88,34.1,32.0,3357.0,621.0,1696.0,604.0,4.2685
3354,-117.88,34.09,29.0,3416.0,790.0,2223.0,728.0,3.5109
3355,-117.88,34.08,30.0,6132.0,1538.0,3147.0,1449.0,2.7763
3356,-117.88,34.06,23.0,6689.0,1124.0,3081.0,1047.0,5.9254
3357,-117.88,34.01,16.0,6756.0,1332.0,4429.0,1299.0,4.7589
3358,-117.88,34.0,21.0,5459.0,1086.0,3394.0,1087.0,3.6308
3359,-117.88,33.96,16.0,19059.0,3079.0,10988.0,3061.0,5.5469
3360,-117.88,33.93,17.0,6100.0,861.0,2771.0,866.0,7.6486
3361,-117.88,33.9,21.0,3180.0,434.0,1413.0,391.0,6.5945
3362,-117.88,33.89,19.0,3583.0,911.0,2300.0,871.0,3.0214
3363,-117.88,33.89,18.0,1616.0,532.0,866.0,496.0,3.6435
3364,-117.88,33.89,17.0,3218.0,923.0,1701.0,824.0,3.6946
3365,-117.88,33.89,16.0,959.0,176.0,353.0,185.0,4.5
3366,-117.88,33.87,35.0,1919.0,349.0,1302.0,345.0,5.6409
3367,-117.88,33.85,26.0,3924.0,781.0,2332.0,725.0,3.7772
3368,-117.88,33.85,25.0,1234.0,351.0,507.0,285.0,2.3173
3369,-117.88,33.85,22.0,1105.0,241.0,971.0,249.0,3.1667
3370,-117.88,33.85,18.0,2705.0,713.0,2726.0,674.0,2.7759
3371,-117.88,33.84,34.0,1410.0,214.0,837.0,240.0,6.1168
3372,-117.88,33.84,33.0,1526.0,237.0,906.0,245.0,5.1782
3373,-117.88,33.84,31.0,3301.0,712.0,1532.0,682.0,3.7303
3374,-117.88,33.83,25.0,1785.0,248.0,750.0,251.0,6.8407
3375,-117.88,33.82,26.0,1783.0,298.0,1048.0,306.0,6.0488
3376,-117.88,33.82,17.0,2247.0,705.0,1382.0,618.0,3.8631
3377,-117.88,33.78,26.0,3141.0,670.0,1572.0,724.0,3.3472
3378,-117.88,33.78,26.0,1813.0,421.0,1235.0,343.0,3.5972
3379,-117.88,33.77,31.0,2549.0,355.0,1044.0,362.0,6.9737
3380,-117.88,33.76,37.0,2988.0,677.0,2354.0,666.0,3.4345
3381,-117.88,33.75,50.0,1344.0,228.0,747.0,234.0,4.5125
3382,-117.88,33.75,34.0,3004.0,673.0,5477.0,640.0,2.8342
3383,-117.88,33.75,10.0,1823.0,590.0,2176.0,548.0,1.5026
3384,-117.88,33.74,31.0,1120.0,296.0,1718.0,268.0,2.8077
3385,-117.88,33.74,29.0,720.0,174.0,1045.0,181.0,3.1964
3386,-117.88,33.74,25.0,1799.0,557.0,3416.0,538.0,3.0083
3387,-117.88,33.74,19.0,2261.0,642.0,3545.0,635.0,2.5224
3388,-117.88,33.74,16.0,1444.0,446.0,2329.0,441.0,3.1691
3389,-117.88,33.73,36.0,2471.0,498.0,2594.0,475.0,3.75
3390,-117.88,33.73,33.0,2291.0,594.0,3232.0,589.0,3.2037
3391,-117.88,33.71,27.0,1596.0,297.0,1703.0,289.0,4.1
3392,-117.88,33.71,20.0,1738.0,509.0,1403.0,411.0,3.1742
3393,-117.88,33.7,24.0,534.0,88.0,249.0,74.0,5.3254
3394,-117.88,33.7,18.0,2135.0,373.0,1464.0,405.0,5.4836
3395,-117.88,33.7,17.0,5122.0,1544.0,2966.0,1339.0,3.4835
3396,-117.88,33.7,16.0,1505.0,358.0,835.0,339.0,3.8029
3397,-117.88,33.69,20.0,5330.0,976.0,2734.0,1000.0,5.2138
3398,-117.88,33.66,26.0,6017.0,1244.0,2673.0,1135.0,3.5426
3399,-117.88,33.65,24.0,4879.0,756.0,1777.0,754.0,5.9055
3400,-117.88,33.64,16.0,3615.0,570.0,1209.0,559.0,8.5574
3401,-117.88,33.63,21.0,9565.0,2289.0,3162.0,1831.0,4.7024
3402,-117.88,33.6,31.0,5488.0,1055.0,1938.0,964.0,8.8742
3403,-117.88,33.55,27.0,2278.0,316.0,772.0,304.0,10.1275
3404,-117.89,34.14,15.0,4644.0,967.0,2855.0,867.0,3.3654
3405,-117.89,34.13,34.0,2159.0,386.0,1443.0,385.0,4.1995
3406,-117.89,34.12,35.0,1566.0,321.0,1396.0,317.0,4.05
3407,-117.89,34.12,35.0,1470.0,241.0,885.0,246.0,4.9239
3408,-117.89,34.12,35.0,1447.0,272.0,1224.0,268.0,3.9934
3409,-117.89,34.11,36.0,806.0,147.0,446.0,153.0,4.5221
3410,-117.89,34.11,27.0,2434.0,535.0,1623.0,498.0,3.6875
3411,-117.89,34.1,35.0,3185.0,544.0,1858.0,564.0,3.8304
3412,-117.89,34.1,34.0,2048.0,411.0,1456.0,416.0,3.125
3413,-117.89,34.1,27.0,3341.0,728.0,1762.0,679.0,2.9437
3414,-117.89,34.09,37.0,1813.0,394.0,1100.0,375.0,3.4453
3415,-117.89,34.09,37.0,1055.0,280.0,538.0,206.0,2.4167
3416,-117.89,34.09,36.0,1811.0,320.0,1005.0,332.0,5.5629
3417,-117.89,34.09,35.0,1205.0,330.0,583.0,319.0,2.3971
3418,-117.89,34.08,35.0,1711.0,335.0,825.0,356.0,3.5
3419,-117.89,34.08,25.0,2115.0,489.0,1107.0,477.0,3.1949
3420,-117.89,34.07,35.0,834.0,137.0,392.0,123.0,4.5179
3421,-117.89,34.07,35.0,1439.0,261.0,804.0,271.0,3.9808
3422,-117.89,34.07,32.0,2374.0,450.0,1580.0,427.0,3.8837
3423,-117.89,34.01,23.0,4535.0,955.0,3881.0,930.0,3.6275
3424,-117.89,33.99,22.0,3272.0,618.0,1784.0,591.0,4.0324
3425,-117.89,33.98,5.0,3088.0,711.0,1415.0,641.0,2.5125
3426,-117.89,33.94,20.0,3349.0,685.0,1822.0,675.0,4.7216
3427,-117.89,33.92,8.0,2120.0,544.0,1281.0,470.0,3.4954
3428,-117.89,33.92,17.0,2936.0,555.0,1381.0,535.0,5.4617
3429,-117.89,33.92,14.0,1562.0,373.0,609.0,328.0,2.3935
3430,-117.89,33.9,23.0,1533.0,226.0,693.0,230.0,7.898
3431,-117.89,33.9,16.0,1426.0,216.0,652.0,226.0,6.5284
3432,-117.89,33.89,17.0,1671.0,192.0,678.0,206.0,13.1107
3433,-117.89,33.88,33.0,1582.0,256.0,771.0,240.0,5.3836
3434,-117.89,33.88,27.0,2091.0,336.0,1037.0,332.0,5.7519
3435,-117.89,33.88,15.0,1655.0,626.0,1549.0,582.0,1.9127
3436,-117.89,33.87,32.0,1133.0,216.0,693.0,228.0,3.3594
3437,-117.89,33.87,25.0,1492.0,439.0,755.0,389.0,3.0893
3438,-117.89,33.86,28.0,1395.0,398.0,1220.0,362.0,3.3008
3439,-117.89,33.85,13.0,1583.0,474.0,1672.0,432.0,3.2303
3440,-117.89,33.84,35.0,3315.0,744.0,2425.0,687.0,3.5521
3441,-117.89,33.84,33.0,1587.0,374.0,1159.0,331.0,2.8021
3442,-117.89,33.83,35.0,2984.0,446.0,1435.0,455.0,5.6276
3443,-117.89,33.82,24.0,1268.0,210.0,700.0,224.0,5.0605
3444,-117.89,33.82,21.0,1591.0,298.0,904.0,297.0,4.8906
3445,-117.89,33.82,18.0,3197.0,809.0,1894.0,726.0,3.6761
3446,-117.89,33.8,38.0,51.0,12.0,41.0,10.0,6.0224
3447,-117.89,33.78,16.0,6352.0,1747.0,5085.0,1649.0,2.8835
3448,-117.89,33.77,35.0,1799.0,343.0,1239.0,368.0,3.9219
3449,-117.89,33.76,36.0,2656.0,572.0,2370.0,571.0,3.8056
3450,-117.89,33.75,34.0,2753.0,654.0,3117.0,631.0,3.1713
3451,-117.89,33.75,31.0,1205.0,280.0,1476.0,301.0,4.0231
3452,-117.89,33.74,34.0,1759.0,353.0,2083.0,330.0,3.2292
3453,-117.89,33.74,33.0,619.0,139.0,1217.0,146.0,4.6875
3454,-117.89,33.74,32.0,660.0,145.0,959.0,113.0,3.75
3455,-117.89,33.74,32.0,1562.0,365.0,2145.0,347.0,2.9167
3456,-117.89,33.72,25.0,4343.0,847.0,3872.0,850.0,4.65
3457,-117.89,33.72,23.0,2305.0,538.0,2493.0,502.0,3.6618
3458,-117.89,33.71,24.0,4365.0,804.0,2663.0,753.0,4.5814
3459,-117.89,33.71,23.0,1422.0,260.0,1092.0,263.0,4.7422
3460,-117.89,33.71,16.0,1591.0,225.0,926.0,239.0,6.2452
3461,-117.89,33.7,13.0,1857.0,572.0,838.0,525.0,3.2386
3462,-117.89,33.68,8.0,5278.0,1575.0,2389.0,1371.0,3.3409
3463,-117.89,33.68,26.0,2905.0,504.0,1452.0,491.0,5.0853
3464,-117.89,33.66,33.0,3595.0,785.0,1621.0,732.0,4.1372
3465,-117.89,33.66,32.0,2736.0,550.0,1279.0,534.0,5.5422
3466,-117.89,33.62,24.0,1016.0,238.0,465.0,236.0,3.0625
3467,-117.89,33.61,44.0,2126.0,423.0,745.0,332.0,5.1923
3468,-117.89,33.61,42.0,1301.0,280.0,539.0,249.0,5.0
3469,-117.89,33.61,16.0,2413.0,559.0,656.0,423.0,6.3017
3470,-117.9,34.14,35.0,2259.0,505.0,1561.0,509.0,3.3043
3471,-117.9,34.14,29.0,2240.0,457.0,1187.0,407.0,3.8365
3472,-117.9,34.13,5.0,1126.0,316.0,819.0,311.0,1.5
3473,-117.9,34.13,32.0,1640.0,391.0,1312.0,358.0,2.6292
3474,-117.9,34.13,25.0,3076.0,856.0,2868.0,752.0,2.6619
3475,-117.9,34.12,35.0,957.0,194.0,804.0,221.0,3.3322
3476,-117.9,34.12,33.0,1788.0,456.0,1787.0,361.0,2.6629
3477,-117.9,34.12,33.0,1555.0,361.0,1571.0,386.0,4.0529
3478,-117.9,34.11,37.0,1286.0,255.0,1047.0,249.0,4.2019
3479,-117.9,34.1,35.0,2739.0,475.0,1481.0,483.0,4.5655
3480,-117.9,34.1,31.0,3007.0,653.0,1766.0,616.0,3.7083
3481,-117.9,34.09,34.0,1562.0,272.0,825.0,266.0,4.125
3482,-117.9,34.08,32.0,5482.0,1251.0,3426.0,1117.0,3.2943
3483,-117.9,34.08,32.0,2068.0,356.0,976.0,370.0,5.212
3484,-117.9,34.07,35.0,1646.0,294.0,1056.0,280.0,3.055
3485,-117.9,34.06,35.0,1313.0,194.0,599.0,209.0,7.5
3486,-117.9,34.06,34.0,2956.0,469.0,1488.0,464.0,5.3664
3487,-117.9,34.06,33.0,1701.0,290.0,831.0,275.0,5.4469
3488,-117.9,34.05,33.0,629.0,76.0,253.0,75.0,7.6286
3489,-117.9,34.04,15.0,11989.0,2185.0,6652.0,2081.0,4.5554
3490,-117.9,34.02,15.0,14058.0,2486.0,8997.0,2497.0,5.0704
3491,-117.9,34.01,27.0,2383.0,472.0,2079.0,494.0,3.9702
3492,-117.9,33.99,18.0,8076.0,1789.0,5325.0,1707.0,3.443
3493,-117.9,33.98,20.0,9893.0,2283.0,7228.0,2159.0,3.253
3494,-117.9,33.97,23.0,7353.0,1255.0,4014.0,1124.0,5.4155
3495,-117.9,33.93,12.0,4325.0,1191.0,1897.0,1080.0,3.3173
3496,-117.9,33.92,27.0,698.0,116.0,391.0,126.0,5.9177
3497,-117.9,33.91,33.0,4181.0,804.0,2049.0,834.0,4.3103
3498,-117.9,33.91,26.0,2885.0,476.0,1227.0,439.0,4.9524
3499,-117.9,33.9,19.0,2176.0,414.0,1002.0,402.0,4.9743
3500,-117.9,33.88,35.0,2062.0,353.0,991.0,357.0,5.2897
3501,-117.9,33.88,34.0,1396.0,245.0,661.0,261.0,4.675
3502,-117.9,33.88,28.0,2696.0,346.0,947.0,356.0,9.0055
3503,-117.9,33.87,28.0,2315.0,538.0,1360.0,504.0,2.9861
3504,-117.9,33.85,35.0,1756.0,328.0,1026.0,332.0,3.6
3505,-117.9,33.85,31.0,3413.0,764.0,2326.0,728.0,4.325
3506,-117.9,33.84,31.0,2043.0,468.0,1524.0,454.0,3.5329
3507,-117.9,33.83,33.0,3065.0,611.0,2204.0,606.0,3.8456
3508,-117.9,33.83,23.0,2459.0,689.0,2720.0,598.0,2.8072
3509,-117.9,33.82,32.0,1187.0,302.0,1003.0,275.0,2.4931
3510,-117.9,33.8,27.0,2176.0,442.0,1440.0,418.0,4.375
3511,-117.9,33.8,23.0,1368.0,397.0,1940.0,358.0,3.0789
3512,-117.9,33.8,22.0,2964.0,829.0,2639.0,771.0,2.4833
3513,-117.9,33.8,21.0,1342.0,326.0,748.0,335.0,2.9231
3514,-117.9,33.77,35.0,2002.0,378.0,1726.0,387.0,3.9613
3515,-117.9,33.76,26.0,2678.0,702.0,3262.0,685.0,3.6953
3516,-117.9,33.75,32.0,1893.0,431.0,2245.0,426.0,3.7143
3517,-117.9,33.75,28.0,1346.0,291.0,1575.0,278.0,3.425
3518,-117.9,33.74,25.0,808.0,163.0,1066.0,189.0,4.7679
3519,-117.9,33.74,24.0,2932.0,955.0,5516.0,911.0,2.7535
3520,-117.9,33.74,24.0,1435.0,494.0,3171.0,504.0,3.0833
3521,-117.9,33.74,19.0,1566.0,379.0,1032.0,330.0,2.2105
3522,-117.9,33.74,18.0,1884.0,442.0,1915.0,442.0,2.3783
3523,-117.9,33.73,32.0,2930.0,833.0,5116.0,854.0,3.7147
3524,-117.9,33.73,30.0,746.0,172.0,1048.0,163.0,4.1
3525,-117.9,33.73,26.0,1324.0,314.0,1804.0,311.0,3.9659
3526,-117.9,33.72,36.0,443.0,117.0,577.0,115.0,3.6875
3527,-117.9,33.72,33.0,2613.0,562.0,3150.0,543.0,4.3899
3528,-117.9,33.71,16.0,4208.0,630.0,2592.0,662.0,6.1966
3529,-117.9,33.71,16.0,1917.0,317.0,1324.0,351.0,6.2488
3530,-117.9,33.71,15.0,539.0,71.0,287.0,66.0,6.3427
3531,-117.9,33.7,15.0,2289.0,686.0,982.0,634.0,4.5757
3532,-117.9,33.7,12.0,4695.0,1110.0,2153.0,989.0,4.6483
3533,-117.9,33.69,13.0,9947.0,1675.0,4071.0,1582.0,5.422
3534,-117.9,33.68,25.0,7060.0,1159.0,3903.0,1139.0,4.8359
3535,-117.9,33.67,26.0,2507.0,393.0,1333.0,392.0,6.1601
3536,-117.9,33.67,25.0,639.0,98.0,311.0,93.0,6.6833
3537,-117.9,33.66,4.0,456.0,91.0,623.0,84.0,6.6369
3538,-117.9,33.66,22.0,3568.0,938.0,1952.0,938.0,3.1667
3539,-117.9,33.66,13.0,1642.0,423.0,841.0,368.0,3.6042
3540,-117.9,33.65,30.0,1634.0,373.0,771.0,364.0,3.4125
3541,-117.9,33.65,28.0,2043.0,430.0,1108.0,452.0,5.2549
3542,-117.9,33.65,24.0,4496.0,877.0,1928.0,855.0,4.6808
3543,-117.9,33.64,36.0,2017.0,357.0,850.0,348.0,5.0532
3544,-117.9,33.64,28.0,2466.0,507.0,1081.0,465.0,3.9375
3545,-117.9,33.63,32.0,3556.0,521.0,1381.0,537.0,6.1426
3546,-117.9,33.63,28.0,2370.0,352.0,832.0,347.0,7.1148
3547,-117.9,33.63,26.0,4486.0,554.0,1598.0,549.0,10.1454
3548,-117.9,33.63,26.0,1632.0,376.0,598.0,375.0,3.2125
3549,-117.9,33.61,44.0,1469.0,312.0,507.0,266.0,3.4937
3550,-117.9,33.61,41.0,1521.0,328.0,527.0,275.0,4.0764
3551,-117.9,33.61,19.0,2897.0,413.0,860.0,367.0,13.1738
3552,-117.91,34.14,42.0,2225.0,485.0,1544.0,464.0,2.2442
3553,-117.91,34.13,34.0,1540.0,328.0,1037.0,317.0,2.2132
3554,-117.91,34.12,41.0,2673.0,578.0,2259.0,592.0,3.7846
3555,-117.91,34.12,33.0,1391.0,309.0,1038.0,298.0,4.1944
3556,-117.91,34.11,20.0,3158.0,684.0,2396.0,713.0,3.525
3557,-117.91,34.1,35.0,2746.0,478.0,1779.0,501.0,4.25
3558,-117.91,34.1,28.0,3694.0,722.0,1999.0,718.0,3.2813
3559,-117.91,34.08,35.0,1443.0,266.0,861.0,262.0,3.5795
3560,-117.91,34.08,33.0,2325.0,452.0,1170.0,445.0,3.6625
3561,-117.91,34.07,36.0,1390.0,270.0,887.0,266.0,5.0897
3562,-117.91,34.07,33.0,2938.0,561.0,1519.0,549.0,4.5594
3563,-117.91,34.06,29.0,3250.0,521.0,1382.0,513.0,5.112
3564,-117.91,34.05,35.0,3189.0,527.0,1727.0,500.0,5.0758
3565,-117.91,34.04,15.0,8749.0,1761.0,5278.0,1691.0,4.6324
3566,-117.91,34.02,22.0,6269.0,1279.0,5587.0,1251.0,3.8201
3567,-117.91,34.02,17.0,5973.0,1384.0,4349.0,1229.0,3.2799
3568,-117.91,33.93,21.0,2578.0,363.0,1207.0,350.0,6.2452
3569,-117.91,33.92,21.0,380.0,91.0,398.0,70.0,4.7222
3570,-117.91,33.91,34.0,1763.0,303.0,894.0,297.0,5.0096
3571,-117.91,33.91,32.0,1530.0,301.0,666.0,276.0,4.125
3572,-117.91,33.91,27.0,2181.0,501.0,1555.0,488.0,3.6106
3573,-117.91,33.91,24.0,2249.0,379.0,1015.0,385.0,4.9766
3574,-117.91,33.9,27.0,829.0,114.0,383.0,133.0,9.3125
3575,-117.91,33.89,30.0,1631.0,212.0,523.0,216.0,7.875
3576,-117.91,33.87,52.0,2031.0,506.0,1191.0,463.0,2.9076
3577,-117.91,33.86,26.0,2296.0,570.0,1415.0,527.0,2.4732
3578,-117.91,33.85,35.0,932.0,258.0,1147.0,267.0,2.7014
3579,-117.91,33.85,22.0,1178.0,289.0,865.0,294.0,3.025
3580,-117.91,33.84,35.0,1244.0,324.0,1603.0,322.0,2.9583
3581,-117.91,33.84,29.0,1570.0,482.0,1849.0,430.0,2.6563
3582,-117.91,33.83,9.0,1160.0,368.0,735.0,325.0,1.119
3583,-117.91,33.83,47.0,504.0,113.0,375.0,109.0,3.6607
3584,-117.91,33.83,32.0,1855.0,527.0,2568.0,504.0,2.5509
3585,-117.91,33.81,18.0,1181.0,353.0,781.0,340.0,2.5625
3586,-117.91,33.79,22.0,4417.0,1054.0,2759.0,983.0,4.25
3587,-117.91,33.78,33.0,2729.0,549.0,2223.0,535.0,4.0362
3588,-117.91,33.78,26.0,4297.0,1037.0,3596.0,967.0,3.045
3589,-117.91,33.77,26.0,5556.0,1398.0,4545.0,1333.0,3.0902
3590,-117.91,33.76,22.0,7531.0,1569.0,5254.0,1523.0,3.8506
3591,-117.91,33.76,20.0,4413.0,1189.0,4818.0,1063.0,2.8594
3592,-117.91,33.75,8.0,2346.0,679.0,3842.0,674.0,3.0635
3593,-117.91,33.74,25.0,4273.0,965.0,2946.0,922.0,2.9926
3594,-117.91,33.74,15.0,715.0,214.0,1394.0,244.0,3.3846
3595,-117.91,33.73,26.0,2413.0,512.0,2867.0,509.0,4.7639
3596,-117.91,33.72,32.0,2436.0,504.0,2839.0,516.0,4.5607
3597,-117.91,33.71,16.0,3113.0,783.0,1719.0,715.0,3.6505
3598,-117.91,33.69,30.0,2704.0,426.0,1289.0,423.0,5.2815
3599,-117.91,33.67,32.0,3058.0,562.0,1475.0,569.0,4.4625
3600,-117.91,33.67,16.0,7961.0,2276.0,5014.0,2116.0,3.512
3601,-117.91,33.66,21.0,1708.0,505.0,1099.0,434.0,3.225
3602,-117.91,33.65,24.0,1494.0,494.0,814.0,459.0,2.1074
3603,-117.91,33.65,19.0,1589.0,421.0,1118.0,394.0,4.1029
3604,-117.91,33.65,14.0,2598.0,759.0,1584.0,703.0,4.0417
3605,-117.91,33.64,40.0,1958.0,333.0,876.0,364.0,3.6406
3606,-117.91,33.64,38.0,2222.0,542.0,1067.0,512.0,2.8553
3607,-117.91,33.64,37.0,1998.0,472.0,1030.0,436.0,3.9306
3608,-117.91,33.64,29.0,1652.0,310.0,832.0,326.0,4.8098
3609,-117.91,33.63,32.0,1901.0,400.0,946.0,418.0,2.7264
3610,-117.91,33.63,32.0,1122.0,233.0,557.0,223.0,3.5388
3611,-117.91,33.63,30.0,2071.0,412.0,1081.0,412.0,4.9125
3612,-117.91,33.63,20.0,3442.0,1526.0,1427.0,977.0,3.1985
3613,-117.91,33.62,35.0,2426.0,359.0,937.0,387.0,9.2175
3614,-117.91,33.62,32.0,1997.0,427.0,944.0,426.0,4.4063
3615,-117.91,33.61,40.0,2790.0,531.0,952.0,424.0,4.8
3616,-117.91,33.61,38.0,1232.0,178.0,410.0,171.0,11.075
3617,-117.91,33.61,36.0,3082.0,455.0,771.0,365.0,11.216
3618,-117.91,33.61,27.0,1797.0,343.0,435.0,203.0,5.9196
3619,-117.92,34.59,7.0,681.0,125.0,485.0,104.0,2.7396
3620,-117.92,34.13,42.0,1762.0,398.0,1526.0,365.0,2.8643
3621,-117.92,34.11,24.0,2838.0,695.0,2151.0,645.0,3.2202
3622,-117.92,34.1,35.0,2994.0,603.0,1933.0,561.0,4.0052
3623,-117.92,34.1,33.0,1921.0,397.0,1492.0,393.0,4.375
3624,-117.92,34.09,35.0,1810.0,318.0,1164.0,332.0,5.0123
3625,-117.92,34.08,36.0,1479.0,251.0,741.0,245.0,4.2986
3626,-117.92,34.08,36.0,1285.0,228.0,679.0,231.0,3.8705
3627,-117.92,34.08,35.0,2108.0,408.0,1257.0,414.0,4.1312
3628,-117.92,34.08,35.0,1897.0,311.0,965.0,323.0,5.7039
3629,-117.92,34.08,35.0,1860.0,323.0,1011.0,305.0,3.5536
3630,-117.92,34.07,38.0,175.0,22.0,129.0,20.0,9.7066
3631,-117.92,34.07,36.0,1057.0,207.0,658.0,207.0,4.7708
3632,-117.92,34.07,29.0,1699.0,399.0,1052.0,411.0,3.2122
3633,-117.92,34.06,35.0,2894.0,467.0,1420.0,479.0,5.184
3634,-117.92,34.06,34.0,2819.0,609.0,1718.0,558.0,3.5547
3635,-117.92,34.05,36.0,2241.0,419.0,1743.0,448.0,4.6587
3636,-117.92,34.03,35.0,1469.0,306.0,1285.0,308.0,3.9219
